Country,Area,Waterbody Type,Date,Ammonia (mg/l),Biochemical Oxygen Demand (mg/l),Dissolved Oxygen (mg/l),Orthophosphate (mg/l),pH (ph units),Temperature (cel),Nitrogen (mg/l),Nitrate (mg/l),CCME_Values,CCME_WQI
Canada,NO151-38520,River,12-01-2002,0.822086608,1.11556,8.57556,0.00566667,8.1275,12.0,2.44708,0.270047,92.58708863518962,Good
Canada,NO012-38512,River,12-01-2003,0.066976,2.04545,11.6458,0.028,8.1,12.0,2.21733,2.244489,100.0,Excellent
Canada,NO127-38540,River,12-01-2004,0.03327329,2.40417,9.47778,0.005,8.1925,11.94,2.47231,10.79847121,100.0,Excellent
Canada,NO127-38540,River,12-01-2005,0.09016,2.58636,9.65833,0.005,7.805,12.0,2.534,2.34631,100.0,Excellent
Canada,NO127-38540,River,12-01-2006,0.04508,1.87273,10.5,0.005,8.0667,16.4,0.4,2.951334809,100.0,Excellent
Canada,ITG-0039-LA4008,Lake,08-06-2006,0.07084,2.13333,5.57167,0.0141833,7.79,12.0,0.4,2.239322691,100.0,Excellent
Canada,NO127-38540,River,12-01-2007,0.193543896,2.06417,10.3,0.005,8.1334,9.9167,0.4,1.3281,100.0,Excellent
Canada,NO139-38522,River,12-01-2008,0.004186,2.54,8.5333,0.00185625,7.85,14.0667,0.004,0.74705625,100.0,Excellent
Canada,IT06UD149,River,12-01-2009,0.03059,2.5,10.925,1.65,8.09,7.725,0.022,9.96075,57.46192467487506,Marginal
Canada,IT06UD109,River,12-01-2010,0.21896,1.93167,8.425,0.072,8.3,5.9,1.9445,48.2543,86.1875162197062,Good
Canada,IT06UD109,River,12-01-2011,0.0322,1.66083,8.64889,0.111333,8.4,6.65,0.129016,46.4095691,85.33001863183173,Good
Canada,PLSM_PL02S0602_3031,Lake,10-04-2011,0.44436,2.13333,9.824,0.016225,7.79,12.0,0.0025,5.83682,100.0,Excellent
Canada,IT0811001000,Lake,12-01-2012,0.01824671,1.45,8.594,0.0176917,8.36667,6.69167,2.7,1.066167691,100.0,Excellent
Canada,EL00090003AF91N300,Lake,05-03-2012,0.1932,2.13333,9.824,0.16,8.4,12.0,0.4,0.79686,88.76103711876227,Good
Canada,EL000900030A82N700,Lake,10-04-2012,0.010304,1.8,11.684103383014412,0.03775,3.475,12.0,0.4,7.7671715,100.0,Excellent
Canada,EL000900030A82N700,Lake,11-09-2012,0.198153648,2.13333,9.824,0.16129,8.14,12.0,0.4,0.402454586,88.69048176321228,Good
Canada,DESM_170011,Lake,05-03-2012,0.0205,2.13333,8.2,0.1295,7.72,9.5,0.4,0.28675,90.4119883352696,Good
Canada,CZPOH_1006,River,10-04-2012,0.15466,3.22727,10.10909,0.061,7.44545,11.60909,0.4,7.31227,93.11672543579722,Good
Canada,ES063ESPFAA0000749,River,11-09-2012,0.05,2.890833333,9.141666667,0.071166667,7.79,20.05,0.4,1.0,92.91693974007948,Good
Canada,ES030ESPFTA62609001,River,05-03-2012,0.206666667,2.13333,8.236666667,3.0,7.79,9.413333333,0.4,5.0,51.54150196939274,Marginal
Canada,ES030ESPFTATO601026,River,10-04-2012,0.05,2.0,11.684103383014412,0.13,7.79,15.25,0.4,0.675,90.38554105450854,Good
Canada,ES014ESPF14-RW-06-060,River,11-09-2012,0.05,2.0,9.379999876,0.05,7.79,12.85000038,0.4,4.760500073,100.0,Excellent
Canada,ES014ESPF14-RW-10-020,River,05-03-2012,0.05,2.0,9.873749971,0.05,7.79,9.907499909,0.4,7.936499953,100.0,Excellent
Canada,ES030ESPFTA53207001,River,10-04-2012,0.1,2.0,9.325,0.1,7.79,12.525,0.4,5.0,91.87448244207818,Good
Canada,ES014ESPF14-RW-06-120,River,11-09-2012,0.05,2.0,9.738888635,0.2,7.79,12.92222235,0.4,10.42312491,86.59700897114692,Good
Canada,ES014ESPF14-RW-06-100,River,05-03-2012,0.05,2.0,10.07611116,0.2,7.79,12.33333344,0.4,4.728374958,86.59700897114692,Good
Canada,CZPOD_5416,River,10-04-2012,0.07088,2.2,11.825,0.03533,7.78667,10.03333,0.4,9.90865,100.0,Excellent
Canada,CZPVL_3912,River,11-09-2012,0.29159,1.54167,9.96917,0.061,6.99167,10.275,0.4,11.10389,93.11672543579722,Good
Canada,ES014ESPF14-RW-06-180,River,05-03-2012,0.05,2.0,9.385882378,0.2,7.79,13.85294123,0.4,9.196243703,86.59700897114692,Good
Canada,ES063ESPFAA0000752,River,10-04-2012,0.05,2.80833,11.04167,0.061,8.025,8.58333,0.4,1.6125,93.11672543579722,Good
Canada,ES014ESPF14-RW-18-010,River,11-09-2012,0.051125,2.0,10.44233319,0.2,8.075,12.6833334,0.4,6.79435331,86.59700897114692,Good
Canada,ES060ESPFMA145,River,05-03-2012,0.05,2.0,8.681818182,0.06275,7.79,15.24166667,0.4,7.75,93.090418466558,Good
Canada,CZPVL_2631,River,10-04-2012,0.09139,1.78182,10.9,0.061,7.11818,8.9,0.4,2.81705,93.11672543579722,Good
Canada,CZPVL_2454,River,11-09-2012,0.18043,4.73182,10.73182,0.061,7.89545,8.05455,0.4,10.51566,93.11672543579722,Good
Canada,ES014ESPF14-RW-17-020,River,05-03-2012,0.05,2.0,9.704073941,0.2,7.79,13.92222224,0.4,2.503693739,86.59700897114692,Good
Canada,ES030ESPFTA59909007,River,10-04-2012,0.1,2.194642857,11.684103383014412,0.1,7.79,16.74285714,0.4,5.421428571,91.87448244207818,Good
Canada,ES030ESPFTACC707005,River,11-09-2012,0.05,2.0,8.5,0.05,7.79,10.75,0.4,0.22,100.0,Excellent
Canada,ES100ESPF190003000,River,05-03-2012,0.2,2.13333,9.824,0.2,7.79,12.0,0.4,16.5,86.59700897114692,Good
Canada,ES100ESPF150003000,River,10-04-2012,0.2,2.149999976,9.710000038,0.348999992,7.79,7.450000167,0.4,15.1500001,79.62734886419088,Fair
Canada,ES100ESPF140020000,River,11-09-2012,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,10.08,42.178660930386464,Poor
Canada,ES014ESPF14-RW-14-040,River,05-03-2012,0.05,2.0,10.45799999,0.2,7.79,14.42000008,0.4,4.174999952,86.59700897114692,Good
Canada,ES100ESPF160002000,River,10-04-2012,0.05,2.0,9.4575,0.061,7.79,10.775,0.4,12.925,93.11672543579722,Good
Canada,ES080ESPFES080-JU411,River,11-09-2012,0.05,2.0,9.55,0.061,7.79,13.8,0.4,4.0,93.11672543579722,Good
Canada,ES014ESPF14-RW-17-070,River,05-03-2012,0.05,2.0,10.1500001,0.05,7.79,12.97500014,0.4,1.843500018,100.0,Excellent
Canada,ES100ESPF140023000,River,10-04-2012,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,6.966666667,42.178660930386464,Poor
Canada,CZPMO_3670,River,11-09-2012,0.07926,1.78333,10.89167,0.03476,8.15,12.925,0.4,6.89474,100.0,Excellent
Canada,CZPOD_3585,River,05-03-2012,0.24917,4.68333,8.94167,0.05082,7.37167,10.0,0.4,6.44099,93.19520596839796,Good
Canada,CZPMO_YPNKL028,River,10-04-2012,0.47696,1.91667,11.05,0.09173,8.05,8.85833,0.4,17.48586,92.22857631602214,Good
Canada,CZPLA_148,River,11-09-2012,0.2975,2.74167,8.34167,0.061,7.88333,11.55,0.4,14.35021,93.11672543579722,Good
Canada,CZPVL_4004,River,05-03-2012,0.12136,5.98333,10.46667,0.18145,7.88333,11.58333,0.4,10.10786,87.59196050015748,Good
Canada,ES100ESPF160001000,River,10-04-2012,20.0,2.13333,10.09866667,20.0,7.79,13.38,0.4,9.666666667,42.178660930386464,Poor
Canada,CZPLA_145,River,11-09-2012,0.12297,5.54167,10.56667,0.061,8.00833,11.69167,0.4,5.83682,93.11672543579722,Good
Canada,ES014ESPF14-RW-16-040,River,05-03-2012,0.05,2.0,10.25300001,0.2,7.79,13.82999991,0.4,2.006699995,86.59700897114692,Good
Canada,ES014ESPF14-RW-17-120,River,10-04-2012,0.05,2.13333,10.29838237,0.2,7.79,13.21764716,0.4,2.383749997,86.59700897114692,Good
Canada,ES030ESPFTA58007014,River,11-09-2012,0.1,2.13333,8.423333333,0.736666667,7.79,10.93333333,0.4,5.0,68.44478759351567,Fair
Canada,ES080ESPFES080-JU079,River,05-03-2012,0.05,2.0,8.492,0.061,7.79,15.34,0.4,17.58,93.11672543579722,Good
Canada,ES030ESPFTA53603001,River,10-04-2012,0.1,2.0,7.6,0.16,7.79,11.875,0.4,30.5,88.76103711876227,Good
Canada,ES014ESPF14-RW-01-110,River,11-09-2012,0.05,2.0,10.27400017,0.2,7.79,14.31999989,0.4,1.911399996,86.59700897114692,Good
Canada,ES014ESPF14-RW-05-030,River,05-03-2012,0.05,2.0,10.04375005,0.05,7.79,10.24999988,0.4,5.304500043,100.0,Excellent
Canada,ES030ESPFTATO580997,River,10-04-2012,0.05,2.0,8.1,0.29,7.79,13.75,0.4,1.1675,82.15556611439133,Good
Canada,ES014ESPF14-RW-03-080,River,11-09-2012,0.05,2.0,11.05250001,0.2,7.79,13.62499988,0.4,1.875,86.59700897114692,Good
Canada,ES030ESPFTA53504004,River,05-03-2012,0.675,2.0,9.824,0.5375,7.79,12.0,0.4,14.75,70.3109180364458,Fair
Canada,ES100ESPF110024000,River,10-04-2012,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,32.22727273,42.178660930386464,Poor
Canada,ES0910598,River,11-09-2012,0.334,2.13333,9.28125,0.05,7.79,17.1375,0.4,5.08,100.0,Excellent
Canada,CZPMO_SPTVI014,River,05-03-2012,0.21491,1.85833,10.03333,0.15954,7.10833,9.41667,0.4,18.00232,88.78619673386488,Good
Canada,ES080ESPFES080-JU107,River,10-04-2012,0.0827,3.2,11.245,0.061,7.90833,16.425,0.4,18.55567,93.11672543579722,Good
Canada,ES060ESPFMA3216,River,11-09-2012,0.05,2.0,9.12428569,0.0665,7.13846,14.12857134,0.4,1.917083333,93.02240324261288,Good
Canada,ES030ESPFTA53603002,River,05-03-2012,0.1,2.0,8.991666667,0.1,7.79,14.90833333,0.4,9.4375,91.87448244207818,Good
Canada,CZPOH_10245,River,10-04-2012,0.19869,2.31667,11.16667,0.061,8.04167,8.55833,0.4,7.96824,93.11672543579722,Good
Canada,ES014ESPF14-RW-03-050,River,11-09-2012,0.05,2.0,8.902222236,0.05,7.79,16.44444434,0.4,1.780758346,100.0,Excellent
Canada,ES014ESPF14-RW-15-040,River,05-03-2012,0.18902,2.45833,10.36667,0.0636,8.025,11.4,0.4,16.63739,93.07637192364513,Good
Canada,ES070ESPFMUN5,River,10-04-2012,0.0985,2.13333,9.476764735,0.461625005,7.79,18.69999984,0.4,4.366562491,75.54167922085074,Fair
Canada,ES080ESPFES080-JU094,River,11-09-2012,0.0552,2.0,11.08,0.063,7.79,14.4,0.4,11.0,93.08637226706144,Good
Canada,ES014ESPF14-RW-12-050,River,05-03-2012,0.05,2.0,10.38874984,0.05,7.79,12.42499995,0.4,3.37924999,100.0,Excellent
Canada,ES100ESPF100074000,River,10-04-2012,20.0,2.0,9.881874919,0.2,7.79,14.43124998,0.4,5.0,53.07692186833528,Marginal
Canada,ES014ESPF14-RW-05-400,River,11-09-2012,0.05,2.0,10.12857137,0.05,7.79,13.21428571,0.4,2.941000021,100.0,Excellent
Canada,ES080ESPFES080-JU005,River,05-03-2012,0.05,2.0,10.325,0.05,7.79,16.25,0.4,7.5,100.0,Excellent
Canada,ES0910246,River,10-04-2012,0.13,2.13333,9.38,0.05,7.79,15.04,0.4,4.475,100.0,Excellent
Canada,ES100ESPF050010000,River,11-09-2012,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,22.45454545,42.178660930386464,Poor
Canada,ES0910559,River,05-03-2012,0.13,2.13333,9.85,0.05,7.79,14.05,0.4,17.45,100.0,Excellent
Canada,ES014ESPF14-RW-12-090,River,10-04-2012,0.05,2.0,9.824,0.2,7.79,12.0,0.4,6.430083315,86.59700897114692,Good
Canada,ES014ESPF14-RW-08-010,River,11-09-2012,0.05,4.275,11.475,0.2,7.675,8.60833,0.4,3.331750005,86.59700897114692,Good
Canada,CZPLA_449,River,05-03-2012,0.30931,2.13333,9.20833,0.061,8.05,11.33333,0.4,20.76907,93.11672543579722,Good
Canada,CZPMO_3952,River,10-04-2012,0.05928,1.65833,11.04167,0.01223,7.53333,10.39167,0.4,6.37459,100.0,Excellent
Canada,CZPLA_124,River,11-09-2012,0.13747,2.65833,10.53333,0.061,7.76667,9.25,0.4,5.83682,93.11672543579722,Good
Canada,CZPMO_503-028,River,05-03-2012,0.33595,1.04167,9.54167,0.12896,7.96667,10.18333,0.4,11.52444,90.44051203048195,Good
Canada,CZPLA_121,River,10-04-2012,0.06874,1.73333,11.44167,0.061,7.85833,8.75833,0.4,5.83682,93.11672543579722,Good
Canada,CZPOH_1143,River,11-09-2012,0.36204,1.47,10.48,0.061,7.2,5.99,0.4,3.71449,93.11672543579722,Good
Canada,CZPLA_414,River,05-03-2012,15.56763,4.49167,10.08333,0.061,7.95833,10.90833,0.4,14.57155,56.4407570218844,Marginal
Canada,ES063ESPFGV1070003,Lake,10-04-2012,0.05,2.0,11.684103383014412,0.09525,7.79,14.63076923,0.4,1.0,92.0821070411247,Good
Canada,ES060ESPFMA051,River,11-09-2012,0.05,2.0,9.5,0.141818182,7.79,11.83333333,0.4,1.12,89.75217688670723,Good
Canada,ES080ESPFES080-JU461,River,05-03-2012,0.05,2.0,10.0375,0.05,7.765,14.1875,0.4,1.0,100.0,Excellent
Canada,CZPVL_4600,River,10-04-2012,0.2994,2.41538,10.73846,0.01365,7.55385,10.27692,0.4,32.24754,100.0,Excellent
Canada,ES014ESPF14-RW-07-070,River,11-09-2012,0.05,2.0,9.663409233,0.2,7.79,16.00909086,0.4,6.474956304,86.59700897114692,Good
Canada,ES014ESPF14-RW-05-305,River,05-03-2012,0.05,2.0,10.27583337,0.2,8.17692,13.67499995,0.4,6.514858435,86.59700897114692,Good
Canada,CZPLA_334,River,10-04-2012,0.06444,2.13333,10.29167,0.061,7.95,9.95833,0.4,11.4359,93.11672543579722,Good
Canada,ES040ESPF000400359,River,11-09-2012,20.0,2.13333,9.824,0.2,7.79,12.0,0.4,5.4125,53.07692186833528,Marginal
Canada,ES0910550,River,05-03-2012,0.15,2.13333,9.966666667,0.05,7.79,10.95,0.4,1.0,100.0,Excellent
Canada,ES020ESPF004300096,River,10-04-2012,0.1,5.0,8.616666667,0.2,7.79,14.08333333,0.4,6.275833333,86.59700897114692,Good
Canada,ES030ESPFTA62708004,Lake,11-09-2012,0.119538462,2.0,8.451666667,0.15,7.79,18.8275641,0.4,0.45,89.30746921663365,Good
Canada,ES070ESPFALB1,River,05-03-2012,0.1,2.13333,8.34314289,0.5,7.79,18.50416658,0.4,131.1842856,69.3154409347355,Fair
Canada,ES064ESPFAA0000726,River,10-04-2012,0.05,2.0,9.249999881,0.05,7.79,14.75000024,0.4,9.104249954,100.0,Excellent
Canada,ES014ESPF14-RW-12-060,River,11-09-2012,0.05,2.0,9.728750229,0.05,7.79,12.5,0.4,4.713249922,100.0,Excellent
Canada,ES080ESPFES080-JU427,River,05-03-2012,0.11475,3.8025,10.395,0.350875,7.79,12.875,0.4,8.425,79.55173540593752,Fair
Canada,ES014ESPF14-RW-05-290,River,10-04-2012,0.05,2.0,9.60374999,0.2,7.79,12.2750001,0.4,2.703000039,86.59700897114692,Good
Canada,CZPVL_9420,River,11-09-2012,0.19332,4.0,14.1,0.061,7.79,5.73333,0.4,45.70671,79.55488497134964,Fair
Canada,ES080ESPFES080-JU163,River,05-03-2012,0.05,2.0,8.15,0.05,7.79,15.0,0.4,5.7,100.0,Excellent
Canada,ES0910024,River,10-04-2012,0.13,2.13333,9.1,0.1425,7.79,14.975,0.4,16.675,89.71525953181808,Good
Canada,ES014ESPF14-RW-12-100,River,11-09-2012,0.05,2.0,10.31875008,0.2,7.79,12.48124993,0.4,7.695624948,86.59700897114692,Good
Canada,CZPMO_SPPSV030,River,05-03-2012,0.06605,1.225,10.3,0.08768,7.49167,11.66667,0.4,24.79008,92.38828929410153,Good
Canada,CZPMO_3684,River,10-04-2012,0.32413,2.36667,10.71667,0.03568,8.01667,13.68333,0.4,9.48811,100.0,Excellent
Canada,ES030ESPFTA57908001,River,11-09-2012,0.1,2.0,8.715384615,1.475846154,7.935,12.49230769,0.4,5.143846154,58.79757848763237,Marginal
Canada,ES020ESPF004300091,River,05-03-2012,0.1,5.0,10.03333,0.2,7.08889,9.63333,0.4,1.147888889,86.59700897114692,Good
Canada,CZPLA_135,River,10-04-2012,0.23574,2.13333,10.45833,0.061,7.675,11.63333,0.4,15.56758,93.11672543579722,Good
Canada,CZPLA_398,River,11-09-2012,0.04565,2.13333,10.73333,0.061,7.96364,9.7,0.4,19.03524,93.11672543579722,Good
Canada,ES060ESPFMA1431,Lake,05-03-2012,0.9896875,2.184166667,10.21666667,0.306,7.79,19.875,0.4,6.015625,76.25621353507266,Fair
Canada,ES060ESPFMA00MD0160,River,10-04-2012,0.05,2.0,8.095833333,0.072833333,7.41667,15.61666667,0.4,2.4175,92.87404528844291,Good
Canada,ES060ESPFMA149,River,11-09-2012,0.105416667,2.0,9.241666667,0.083916667,7.79,15.825,0.4,4.239166667,92.52727616631404,Good
Canada,ES080ESPFES080-JU102,River,05-03-2012,0.05,2.13333,10.432,0.05,7.79,9.4,0.4,6.74400832,100.0,Excellent
Canada,CZPVL_9461,River,10-04-2012,0.67769,5.05,9.56667,0.061,7.40833,10.09167,0.4,8.92554,86.13729097314025,Good
Canada,ES030ESPFTA58402003,River,11-09-2012,0.1,2.0,9.025,0.1,7.79,14.475,0.4,5.0,91.87448244207818,Good
Canada,ES030ESPFTA58402001,River,05-03-2012,0.1,2.0,9.824,0.15,7.79,18.28505051,0.4,1.528888889,89.30746921663365,Good
Canada,ES030ESPFTA53207002,River,10-04-2012,0.1,2.0,11.684103383014412,0.15,7.79,13.985,0.4,0.45,89.30746921663365,Good
Canada,ES010ESPFMS653FQ,River,11-09-2012,0.1,2.0,10.09,0.2,7.79,10.17166667,0.4,0.638333333,86.59700897114692,Good
Canada,ES040ESPF000400096,River,05-03-2012,1.29,3.2,11.7,0.2,7.79,5.3,0.4,6.6,79.0341661373865,Fair
Canada,ES030ESPFTA65112002,River,10-04-2012,0.01,1.0,9.35,0.05,7.79,7.15,0.4,3.67,100.0,Excellent
Canada,ES030ESPFTA65213001,River,11-09-2012,0.1,2.13333,8.528,0.15,7.79,14.742,0.4,5.0,89.30746921663365,Good
Canada,ES010ESPFMS620FQ,River,05-03-2012,0.016666667,1.1,8.6175,0.05,7.79,11.8325,0.4,3.593333333,100.0,Excellent
Canada,ES030ESPFTA58205001,River,10-04-2012,0.8175,2.0,9.824,2.6875,7.79,12.0,0.4,49.3375,48.615382490189056,Marginal
Canada,ES030ESPFTA51401004,River,11-09-2012,0.1,2.0,8.25,0.15,7.79,15.342,0.4,5.0,89.30746921663365,Good
Canada,ES0911216,River,05-03-2012,0.13,2.13333,9.775,0.0825,7.79,13.05,0.4,6.25,92.57703734577568,Good
Canada,ES014ESPF14-RW-05-205,River,10-04-2012,0.556250024,2.0,9.951250076,0.05,7.79,12.5250001,0.4,12.88625002,93.17456364046998,Good
Canada,ES010ESPFMS012FQ,River,11-09-2012,0.01,1.175,9.608,0.05,7.79,12.92,0.4,8.985,100.0,Excellent
Canada,ES0911404,River,05-03-2012,0.13,2.13333,10.4,0.0625,7.79,12.425,0.4,6.825,93.09439326463163,Good
Canada,ES030ESPFTA58205003,River,10-04-2012,25.5,2.0,9.824,1.15,7.79,12.0,0.4,20.0,48.67437946058927,Marginal
Canada,CZPMO_DPTZN002,River,11-09-2012,0.03641,1.08333,10.84167,0.00978,7.91667,10.31667,0.4,25.26965,100.0,Excellent
Canada,CZPOD_5024,River,05-03-2012,1.63678,3.075,9.7,0.21471,7.37417,9.93333,0.4,8.44043,77.1957834707581,Fair
Canada,ES0910564,River,10-04-2012,0.15,2.13333,11.684103383014412,0.05,7.79,12.70833333,0.4,2.683333333,100.0,Excellent
Canada,ES020ESPF004300640,River,11-09-2012,0.1,4.15833,10.10833,0.2,7.70833,10.45,0.4,45.33333333,82.13763045791285,Good
Canada,CZPVL_3133,River,05-03-2012,0.28246,10.0,9.82167,0.061,7.88333,10.5,0.4,14.00344,85.82335063620107,Good
Canada,CZPLA_132,River,10-04-2012,0.12942,2.30833,11.10833,0.23354,7.16667,7.675,0.4,10.3292,84.86026779861886,Good
Canada,CZPVL_7800,River,11-09-2012,0.16368,2.24167,10.3,0.03574,7.55385,9.175,0.4,31.20894,100.0,Excellent
Canada,ES0911228,River,05-03-2012,0.13,2.13333,9.925,0.05,7.79,9.375,0.4,11.475,100.0,Excellent
Canada,ES014ESPF14-RW-05-210,River,10-04-2012,0.077083334,1.475,10.21541691,0.2,7.25,12.93333332,0.4,8.908483292,86.59700897114692,Good
Canada,ES100ESPF200020000,River,11-09-2012,0.2,2.13333,9.824,0.2,7.79,12.0,0.4,13.1,86.59700897114692,Good
Canada,ES100ESPF060004000,River,05-03-2012,20.0,2.13333,9.824,0.2,7.79,12.0,0.4,5.0,53.07692186833528,Marginal
Canada,ES030ESPFTA59810001,River,10-04-2012,0.1,13.325,6.564,0.061,7.79,18.77,0.4,5.83682,85.04997810694366,Good
Canada,ES0910027,River,11-09-2012,0.13,2.0,10.5,0.1725,7.79,20.325,0.4,10.675,88.07821999807426,Good
Canada,ES030ESPFTA51401003,River,05-03-2012,0.1,2.0,11.684103383014412,0.15,7.79,12.994,0.4,5.0,89.30746921663365,Good
Canada,ES100ESPF060003000,River,10-04-2012,20.0,2.0,9.84375,0.2,7.79,11.85000038,0.4,6.3,53.07692186833528,Marginal
Canada,ES030ESPFTA53405004,River,11-09-2012,0.1,2.0,8.375,0.185,7.79,14.4,0.4,5.0,87.40004941809882,Good
Canada,ES0910660,River,05-03-2012,0.15,2.13333,11.2,0.05,7.79,9.766666667,0.4,6.75,100.0,Excellent
Canada,ES0911315,River,10-04-2012,0.13,2.13333,9.775,0.2375,7.79,13.05,0.4,1.775,84.66133728938374,Good
Canada,CZPOH_1038,River,11-09-2012,0.26778,2.85556,9.93333,0.061,7.26667,10.17778,0.4,10.47676,93.11672543579722,Good
Canada,CZPLA_390,River,05-03-2012,0.26635,3.43333,10.23333,0.061,7.88333,9.5,0.4,10.77188,93.11672543579722,Good
Canada,ES014ESPF14-RW-05-330,River,10-04-2012,1.350500003,3.275000006,10.875,1.280249998,7.56667,9.79167,0.4,15.25,58.079881467880405,Marginal
Canada,CZPMO_1188,River,11-09-2012,0.42058,1.925,9.075,0.39424,7.99167,14.075,0.4,6.82096,77.87854970841047,Fair
Canada,CZPOH_1038,River,05-03-2012,0.22554,3.15,9.925,0.061,7.275,10.84167,0.4,20.21572,93.11672543579722,Good
Canada,ES014ESPF14-RW-05-310,River,10-04-2012,0.757999979,2.0,8.075000167,0.751000011,8.01667,14.77499986,0.4,12.25000012,65.56920516588202,Fair
Canada,CZPOD_5215,River,11-09-2012,0.05155,2.23333,11.00833,0.03588,7.51583,8.29167,0.4,9.40695,100.0,Excellent
Canada,ES014ESPF14-RW-03-070,River,05-03-2012,0.058333333,2.0,8.93083334,0.2,7.79,15.00833321,0.4,3.556933314,86.59700897114692,Good
Canada,CZPVL_3001,River,10-04-2012,0.05692,1.25833,10.96667,0.061,7.16667,7.95833,0.4,8.10473,93.11672543579722,Good
Canada,ES100ESPF200003000,River,11-09-2012,20.0,2.0,10.05,20.0,7.79,18.83333333,0.4,5.0,42.178660930386464,Poor
Canada,ES080ESPFES080-JU343,River,05-03-2012,0.055846154,1.52727,8.90625,0.498461538,7.38182,20.625,0.4,18.92307692,74.38386528903159,Fair
Canada,ES030ESPFTA50905004,River,10-04-2012,0.05,3.041666667,9.873125017,0.2,7.79,14.34375003,0.4,2.33592499,86.59700897114692,Good
Canada,ES030ESPFTA59810001,River,11-09-2012,0.1,2.0,7.763842105,0.15,7.79,18.81266667,0.4,5.0,89.30746921663365,Good
Canada,ES020ESPF004300574,River,05-03-2012,0.1,5.0,9.824,0.2,7.79,12.975,0.4,9.933333333,86.59700897114692,Good
Canada,ES030ESPFTA53901004,River,10-04-2012,0.1,2.0,6.796571429,0.15,7.79,14.39928571,0.4,5.0,89.30746921663365,Good
Canada,ES030ESPFTA51401005,River,11-09-2012,0.1,2.0,9.15,0.1,7.79,16.06666667,0.4,5.0,91.87448244207818,Good
Canada,ES020ESPF004300035,River,05-03-2012,0.1,5.0,8.424444444,0.2,7.79,14.66666667,0.4,9.95,86.59700897114692,Good
Canada,ES014ESPF14-RW-08-010,River,10-04-2012,0.05,2.0,10.24599991,0.2,7.79,15.45999985,0.4,4.000000119,86.59700897114692,Good
Canada,CZPMO_JPPJV023,River,11-09-2012,0.28053,4.14167,9.38333,0.1809,7.66667,11.125,0.4,22.72055,87.62174727252136,Good
Canada,ES0910648,River,05-03-2012,0.13,2.13333,10.3375,0.05,7.79,15.1,0.4,2.3125,100.0,Excellent
Canada,CZPOD_5015,River,10-04-2012,0.28783,3.59167,9.73333,0.0799,7.51667,10.275,0.4,7.11608,92.6644625454544,Good
Canada,ES070ESPFSEG8,River,11-09-2012,0.36838,2.96667,10.41667,0.31065,7.95833,10.025,0.4,23.09314,81.23702948131034,Good
Canada,CZPLA_531,River,05-03-2012,0.38234,3.51667,9.48333,0.061,8.06667,11.8,0.4,35.70952,93.11672543579722,Good
Canada,CZPLA_392,River,10-04-2012,0.03007,1.725,10.875,0.061,7.63333,8.775,0.4,3.02498,93.11672543579722,Good
Canada,ES100ESPF060001000,River,11-09-2012,20.0,3.34167,8.34167,20.0,7.70833,9.99167,0.4,32.275,42.178660930386464,Poor
Canada,CZPVL_1072,River,05-03-2012,0.15251,4.70833,9.36417,0.061,7.63333,9.51667,0.4,8.13056,93.11672543579722,Good
Canada,ES080ESPFES080-JU287,Lake,10-04-2012,0.43497,2.89167,10.44517391,0.02283,7.44167,20.18438406,0.4,29.40133,100.0,Excellent
Canada,ES080ESPFES080-JU105,River,11-09-2012,0.27625,2.13333,11.684103383014412,0.289166667,7.79,18.02666667,0.4,32.08333333,82.19341884093004,Good
Canada,ES0910657,River,05-03-2012,0.15,2.13333,8.84,0.08875,7.79,17.8,0.4,16.925,92.34706900916122,Good
Canada,ES014ESPF14-RW-15-020,River,10-04-2012,0.05,2.0,10.19624996,0.2,7.79,13.67500019,0.4,0.761750019,86.59700897114692,Good
Canada,ES030ESPFTA51501001,River,11-09-2012,0.05,2.0,5.725,0.05,7.79,13.75,0.4,15.5,100.0,Excellent
Canada,ES020ESPF004300088,River,05-03-2012,0.1,5.0,9.824,0.2,7.79,12.0,0.4,0.36,86.59700897114692,Good
Canada,CZPMO_DPTNR002,River,10-04-2012,0.04317,1.07917,10.55,0.00978,7.25833,9.4,0.4,17.99125,100.0,Excellent
Canada,ES020ESPF004300081,River,11-09-2012,0.1,5.0,11.35,1.53625,7.98333,9.73333,0.4,1.51125,58.3091938160791,Marginal
Canada,CZPOH_1179,River,05-03-2012,0.06337,1.15,10.74167,0.061,7.1,8.40833,0.4,5.0318,93.11672543579722,Good
Canada,CZPOD_1165,River,10-04-2012,0.08807,2.5,11.84167,0.18807,7.94417,11.94167,0.4,10.9342,87.23460940276456,Good
Canada,ES0910565,River,11-09-2012,0.13942,2.83636,11.684103383014412,0.061,7.42727,15.51666667,0.4,6.23575,93.11672543579722,Good
Canada,CZPLA_289,River,05-03-2012,0.75287,2.13333,9.925,0.061,8.0,10.49167,0.4,52.56825,79.1982267083763,Fair
Canada,ES010ESPFMS646FQ,River,10-04-2012,0.174166667,2.0,9.402727273,0.301666667,7.79,12.6475,0.4,6.733333333,81.63204795554907,Good
